var_1,var_2,cor,p,sig
Racial diversity of producers,Change in agricultural establishments,-0.16454313181805158,0.36017043670128324,
Producer age skew,Change in agricultural establishments,-0.06042041006843864,0.7383712420335713,
Firearm fatalities,Change in agricultural establishments,0.22254317879775407,0.21320487721269088,
Annual population change,Change in agricultural establishments,-0.1150264556135828,0.523851677954287,
Acres in conservation easements,Change in agricultural establishments,0.4795365767643101,0.0047460074835927735,*
Total animal and crop sales,Change in agricultural establishments,0.06048437188858806,0.7381039509458589,
Proportion of organic operations,Change in agricultural establishments,-0.03842634339725836,0.8318657501207438,
Proportion of operations using precision agriculture,Change in agricultural establishments,-0.05874394300642203,0.7453876933838619,
Crop diversity,Change in agricultural establishments,-0.06455281439393032,0.721165333847382,
Rental vacancy rate,Change in agricultural establishments,-0.3540633140654627,0.0432249415576309,*
Proportion uninsured,Change in agricultural establishments,-0.20232619786333622,0.25881895286478995,
Price of a meal,Change in agricultural establishments,0.06812398234526011,0.7064031905165791,
Poor mental health days,Change in agricultural establishments,0.03244469472642386,0.8577484502334847,
Mobility disability,Change in agricultural establishments,-0.49390387719867335,0.003487081008120896,*
Limited access to healthy foods,Change in agricultural establishments,-0.3150990308681551,0.07407915304960166,
Lacking social support,Change in agricultural establishments,-0.09556916309741474,0.5967721923964207,
High school graduation rate,Change in agricultural establishments,-0.15802544500904006,0.37976923821114394,
Heart disease prevalence,Change in agricultural establishments,-0.43112712554625393,0.012248776835633635,*
Frequent physical distress,Change in agricultural establishments,-0.3403440886567705,0.05261807966758747,
"Food insecurity rate, overall",Change in agricultural establishments,-0.15046283941384922,0.4032736363479752,
Diabetes prevelance,Change in agricultural establishments,-0.28292267864891624,0.110624960864949,
Weeks of extreme drought,Change in agricultural establishments,-0.2473463538854687,0.16520301265998127,
Tree species diversity,Change in agricultural establishments,0.17012093327715563,0.34388725604236514,
Tree size diversity,Change in agricultural establishments,0.2798934627345338,0.11466065497846323,
Total ecosystem carbon per acre,Change in agricultural establishments,0.5264226506159936,0.0016497729281397255,*
Soil organic carbon,Change in agricultural establishments,0.2664096483655932,0.13396925420176453,
Rarefied richness of plants,Change in agricultural establishments,0.20543288332165108,0.2514218152015042,
Rarefied richness of animals,Change in agricultural establishments,-0.0036440755417111526,0.9839424738583051,
Proportion of invasive species,Change in agricultural establishments,-0.1734073398663193,0.33450611264963026,
Land Use Diversity,Change in agricultural establishments,-0.41794412216328164,0.015508740685357791,*
Fuel expenses,Change in agricultural establishments,-0.11017103665345744,0.5416339571597732,
Available water storage,Change in agricultural establishments,0.3904065765351413,0.024689913226263904,*
Annual precipitation,Change in agricultural establishments,-0.0986099616869527,0.5850917006219865,
Total indemnities,Change in agricultural establishments,0.09082400092678027,0.615198002751864,
Sales from agritourism and recreation,Change in agricultural establishments,-0.09481190319145875,0.5996966324323512,
Percent change in wages,Change in agricultural establishments,0.22045330433632798,0.2176455699464368,
Market channel ratio,Change in agricultural establishments,0.07079781764417671,0.6954183486363203,
Land and building value per acre,Change in agricultural establishments,-0.17906516920541102,0.3187272182863332,
Gini Index,Change in agricultural establishments,0.01439890988999606,0.9366110292698298,
Expenses per operation,Change in agricultural establishments,-0.04409212675393477,0.807508184822735,
Change in agricultural establishments,Change in agricultural establishments,1,NA,NA
Average weekly wages,Change in agricultural establishments,0.2664953684487363,0.1338394016977924,
Social isolation,Average weekly wages,-0.16941722008515087,0.3459165776771278,
Ratio of female to male producers,Average weekly wages,0.14659983245795372,0.41559215587309906,
Racial diversity of producers,Average weekly wages,-0.27879074839631773,0.11615676234345051,
Producer age skew,Average weekly wages,-0.3921042388134242,0.02401742280541086,*
Firearm fatalities,Average weekly wages,-0.2289064861404069,0.20006798368313228,
Annual population change,Average weekly wages,-0.18117153575561365,0.31297327683214915,
Acres in conservation easements,Average weekly wages,0.1066137074541825,0.5548412722009184,
Total animal and crop sales,Average weekly wages,-0.05663392922883412,0.7542472084100238,
Proportion of organic operations,Average weekly wages,-0.16284079234485024,0.36523016664544805,
Proportion of operations using precision agriculture,Average weekly wages,-0.03237192461980866,0.8580642811637333,
Crop diversity,Average weekly wages,0.042959810278087464,0.8123626877959143,
Rental vacancy rate,Average weekly wages,-0.10062649239728509,0.5774018577339302,
Proportion uninsured,Average weekly wages,-0.4172666066905559,0.015694198049793107,*
Price of a meal,Average weekly wages,0.1686570189224825,0.34811692643157466,
Poor mental health days,Average weekly wages,-0.16768925562137102,0.3509302549516504,
Mobility disability,Average weekly wages,-0.12130310747399814,0.5012944182738648,
Limited access to healthy foods,Average weekly wages,-0.02161290290684923,0.9049718074748467,
Lacking social support,Average weekly wages,0.022810898995843445,0.899730179961264,
High school graduation rate,Average weekly wages,-0.04529181207852209,0.8023725373962081,
Heart disease prevalence,Average weekly wages,-0.08407762649108229,0.6417946039196056,
Frequent physical distress,Average weekly wages,-0.035020392954696486,0.8465839035156884,
"Food insecurity rate, overall",Average weekly wages,-0.23450964168756405,0.18897483223156186,
Diabetes prevelance,Average weekly wages,0.07900900370508959,0.6620707609699288,
Weeks of extreme drought,Average weekly wages,0.05287432463465561,0.7701088018158693,
Tree species diversity,Average weekly wages,-0.25059755126792466,0.15953807254507923,
Tree size diversity,Average weekly wages,0.29156798511044824,0.09969343432042299,
Total ecosystem carbon per acre,Average weekly wages,0.08148447978254592,0.6521374837800544,
Soil organic carbon,Average weekly wages,0.05175213188196944,0.7748613747208826,
Rarefied richness of plants,Average weekly wages,-0.1416894061448975,0.43155138038473395,
Rarefied richness of animals,Average weekly wages,-0.08323966011988487,0.6451297690547917,
Proportion of invasive species,Average weekly wages,0.0866395568791263,0.6316406954489953,
Land Use Diversity,Average weekly wages,-0.03306325154927615,0.8550647187215166,
Fuel expenses,Average weekly wages,-0.36251406319768503,0.03814389598000023,*
Available water storage,Average weekly wages,-0.28397765828938415,0.10924479106530094,
Annual precipitation,Average weekly wages,-0.2777198237399105,0.1176236485219544,
Total indemnities,Average weekly wages,-0.005112842275879817,0.9774717910560309,
Sales from agritourism and recreation,Average weekly wages,-0.31330345438784923,0.07583212896654645,
Percent change in wages,Average weekly wages,0.11017629555445273,0.5416145434432866,
Market channel ratio,Average weekly wages,0.09722229073377646,0.5904095752093614,
Land and building value per acre,Average weekly wages,0.37450866096425606,0.03177168337148539,*
Gini Index,Average weekly wages,0.2609833433727052,0.14237904408153534,
Expenses per operation,Average weekly wages,0.05520738800173207,0.7602545083046919,
Change in agricultural establishments,Average weekly wages,0.2664953684487363,0.1338394016977924,
Average weekly wages,Average weekly wages,1,NA,NA
